timestamp,host,battery_percent,battery_state,cpu_usage_percent,memory_usage_percent,disk_usage_percent,net_down_kbps,net_up_kbps,net_total_kbps
2026-02-27T18:32:33+05:30,LAPTOP-6M2BPLQK,79,charging,46.88,86.00,60.62,0,15,15
2026-02-27T18:32:34+05:30,LAPTOP-6M2BPLQK,79,charging,24.80,86.00,60.62,36,276,312
2026-02-27T18:32:35+05:30,LAPTOP-6M2BPLQK,79,charging,25.98,87.00,60.62,401,6,407
2026-02-27T18:32:36+05:30,LAPTOP-6M2BPLQK,79,charging,19.02,87.00,60.62,1,13,14
2026-02-27T18:32:37+05:30,LAPTOP-6M2BPLQK,79,charging,8.37,87.00,60.62,246,18,264
2026-02-27T18:32:38+05:30,LAPTOP-6M2BPLQK,79,charging,3.30,87.00,60.62,726,6,732
2026-02-27T18:32:39+05:30,LAPTOP-6M2BPLQK,79,charging,7.27,87.00,60.62,0,0,0
2026-02-27T18:32:40+05:30,LAPTOP-6M2BPLQK,79,charging,6.25,87.00,60.62,0,0,0
2026-02-27T18:32:41+05:30,LAPTOP-6M2BPLQK,79,charging,4.67,87.00,60.62,0,0,0
2026-02-27T18:32:42+05:30,LAPTOP-6M2BPLQK,79,charging,8.63,87.00,60.62,0,0,0
2026-02-27T18:32:43+05:30,LAPTOP-6M2BPLQK,79,charging,8.40,87.00,60.62,2,0,2
2026-02-27T18:32:44+05:30,LAPTOP-6M2BPLQK,79,charging,19.22,87.00,60.62,1,0,1
2026-02-27T18:32:45+05:30,LAPTOP-6M2BPLQK,79,charging,12.45,87.00,60.62,0,0,0
2026-02-27T18:32:46+05:30,LAPTOP-6M2BPLQK,79,charging,6.72,87.00,60.62,8,14,22
2026-02-27T18:32:47+05:30,LAPTOP-6M2BPLQK,79,charging,7.65,87.00,60.62,10,2,12
2026-02-27T18:32:48+05:30,LAPTOP-6M2BPLQK,79,charging,12.88,87.00,60.62,0,0,0
2026-02-27T18:32:49+05:30,LAPTOP-6M2BPLQK,79,charging,3.83,87.00,60.62,1,4,5
2026-02-27T18:32:50+05:30,LAPTOP-6M2BPLQK,79,charging,23.24,87.00,60.62,14,14,28
2026-02-27T18:32:51+05:30,LAPTOP-6M2BPLQK,79,charging,3.52,87.00,60.62,0,0,0
2026-02-27T18:32:52+05:30,LAPTOP-6M2BPLQK,79,charging,14.65,86.00,60.62,1,10,11
2026-02-27T18:32:53+05:30,LAPTOP-6M2BPLQK,79,charging,45.51,85.00,60.62,8,20,28
2026-02-27T18:32:54+05:30,LAPTOP-6M2BPLQK,79,charging,54.30,86.00,60.62,75,94,169
2026-02-27T18:32:55+05:30,LAPTOP-6M2BPLQK,79,charging,28.91,87.00,60.62,729,205,934
2026-02-27T18:32:56+05:30,LAPTOP-6M2BPLQK,79,charging,26.56,88.00,60.62,50,17,67
2026-02-27T18:32:57+05:30,LAPTOP-6M2BPLQK,79,charging,35.35,86.00,60.62,58,55,113
2026-02-27T18:32:58+05:30,LAPTOP-6M2BPLQK,79,charging,17.77,86.00,60.62,61,21,82
2026-02-27T18:32:59+05:30,LAPTOP-6M2BPLQK,79,charging,30.45,87.00,60.62,358,97,455
2026-02-27T18:33:00+05:30,LAPTOP-6M2BPLQK,79,charging,10.51,87.00,60.62,1,2,3
2026-02-27T18:33:01+05:30,LAPTOP-6M2BPLQK,79,charging,10.57,87.00,60.62,0,0,0
2026-02-27T18:33:02+05:30,LAPTOP-6M2BPLQK,79,charging,9.55,87.00,60.62,0,1,1
2026-02-27T18:33:03+05:30,LAPTOP-6M2BPLQK,79,charging,22.42,87.00,60.62,0,2,2
2026-02-27T18:33:04+05:30,LAPTOP-6M2BPLQK,79,charging,25.00,84.00,60.62,1,0,1
2026-02-27T18:33:05+05:30,LAPTOP-6M2BPLQK,79,charging,17.77,82.00,60.62,0,2,2
2026-02-27T18:33:06+05:30,LAPTOP-6M2BPLQK,79,charging,5.27,82.00,60.62,0,0,0
2026-02-27T18:33:07+05:30,LAPTOP-6M2BPLQK,79,charging,5.86,82.00,60.62,1,0,1
2026-02-27T18:33:08+05:30,LAPTOP-6M2BPLQK,79,charging,5.27,82.00,60.62,0,0,0
2026-02-27T18:33:09+05:30,LAPTOP-6M2BPLQK,79,charging,2.54,82.00,60.62,0,0,0
2026-02-27T18:33:10+05:30,LAPTOP-6M2BPLQK,79,charging,5.08,82.00,60.62,0,0,0
2026-02-27T18:33:11+05:30,LAPTOP-6M2BPLQK,79,charging,10.55,82.00,60.62,0,15,15
2026-02-27T18:33:12+05:30,LAPTOP-6M2BPLQK,79,charging,34.38,83.00,60.62,3,0,3
2026-02-27T18:33:13+05:30,LAPTOP-6M2BPLQK,79,charging,8.40,83.00,60.62,1,7,8
2026-02-27T18:33:14+05:30,LAPTOP-6M2BPLQK,79,charging,25.39,84.00,60.62,72,1,73
2026-02-27T18:33:15+05:30,LAPTOP-6M2BPLQK,79,charging,46.48,84.00,60.62,41,239,280
2026-02-27T18:33:16+05:30,LAPTOP-6M2BPLQK,79,charging,35.36,84.00,60.62,124,124,248
2026-02-27T18:33:17+05:30,LAPTOP-6M2BPLQK,79,charging,25.20,85.00,60.62,92,29,121
2026-02-27T18:33:18+05:30,LAPTOP-6M2BPLQK,79,charging,27.96,84.00,60.62,369,8,377
2026-02-27T18:33:19+05:30,LAPTOP-6M2BPLQK,79,charging,19.53,86.00,60.62,2,0,2
2026-02-27T18:33:20+05:30,LAPTOP-6M2BPLQK,79,charging,31.64,83.00,60.62,1,0,1
2026-02-27T18:33:21+05:30,LAPTOP-6M2BPLQK,79,charging,26.56,84.00,60.62,0,29,29
2026-02-27T18:33:22+05:30,LAPTOP-6M2BPLQK,79,charging,31.25,84.00,60.62,25,237,262
2026-02-27T18:33:23+05:30,LAPTOP-6M2BPLQK,79,charging,19.92,84.00,60.62,1,0,1
2026-02-27T18:33:24+05:30,LAPTOP-6M2BPLQK,79,charging,23.24,82.00,60.62,1,8,9
2026-02-27T18:33:25+05:30,LAPTOP-6M2BPLQK,79,charging,10.22,82.00,60.62,2,1,3
2026-02-27T18:33:26+05:30,LAPTOP-6M2BPLQK,79,charging,4.08,82.00,60.62,1,2,3
2026-02-27T18:33:27+05:30,LAPTOP-6M2BPLQK,79,charging,2.73,82.00,60.62,0,0,0
2026-02-27T18:33:28+05:30,LAPTOP-6M2BPLQK,79,charging,4.27,82.00,60.62,0,0,0
2026-02-27T18:33:29+05:30,LAPTOP-6M2BPLQK,79,charging,4.92,82.00,60.62,0,0,0
2026-02-27T18:33:30+05:30,LAPTOP-6M2BPLQK,79,charging,15.04,82.00,60.62,0,0,0
2026-02-27T18:33:31+05:30,LAPTOP-6M2BPLQK,79,charging,5.66,82.00,60.62,0,0,0
2026-02-27T18:33:32+05:30,LAPTOP-6M2BPLQK,79,charging,4.30,81.00,60.62,7,8,15
2026-02-27T18:33:33+05:30,LAPTOP-6M2BPLQK,79,charging,8.98,81.00,60.62,1,0,1
2026-02-27T18:33:34+05:30,LAPTOP-6M2BPLQK,79,charging,15.82,81.00,60.62,0,0,0
2026-02-27T18:33:35+05:30,LAPTOP-6M2BPLQK,79,charging,4.09,82.00,60.62,0,0,0
2026-02-27T18:33:36+05:30,LAPTOP-6M2BPLQK,79,charging,5.29,81.00,60.62,1,1,2
2026-02-27T18:33:37+05:30,LAPTOP-6M2BPLQK,79,charging,2.52,81.00,60.62,0,0,0
2026-02-27T18:33:38+05:30,LAPTOP-6M2BPLQK,79,charging,8.07,81.00,60.62,0,0,0
2026-02-27T18:33:39+05:30,LAPTOP-6M2BPLQK,79,charging,11.00,81.00,60.62,0,0,0
2026-02-27T18:33:40+05:30,LAPTOP-6M2BPLQK,79,charging,1.54,81.00,60.62,0,0,0
2026-02-27T18:33:41+05:30,LAPTOP-6M2BPLQK,79,charging,3.31,81.00,60.62,0,0,0
2026-02-27T18:33:42+05:30,LAPTOP-6M2BPLQK,79,charging,3.53,81.00,60.62,0,0,0
2026-02-27T18:33:43+05:30,LAPTOP-6M2BPLQK,79,charging,2.54,81.00,60.62,0,0,0
2026-02-27T18:33:44+05:30,LAPTOP-6M2BPLQK,79,charging,11.70,80.00,60.62,76,5,81
2026-02-27T18:33:45+05:30,LAPTOP-6M2BPLQK,79,charging,12.94,80.00,60.62,0,0,0
2026-02-27T18:33:46+05:30,LAPTOP-6M2BPLQK,79,charging,8.79,80.00,60.62,2,23,25
2026-02-27T18:33:47+05:30,LAPTOP-6M2BPLQK,79,charging,3.13,80.00,60.62,1,8,9
2026-02-27T18:33:48+05:30,LAPTOP-6M2BPLQK,79,charging,7.03,80.00,60.62,0,0,0
2026-02-27T18:33:49+05:30,LAPTOP-6M2BPLQK,79,charging,13.48,80.00,60.62,0,0,0
2026-02-27T18:33:50+05:30,LAPTOP-6M2BPLQK,79,charging,14.84,80.00,60.62,0,0,0
2026-02-27T18:33:51+05:30,LAPTOP-6M2BPLQK,79,charging,19.18,80.00,60.62,0,0,0
2026-02-27T18:33:52+05:30,LAPTOP-6M2BPLQK,79,charging,9.75,80.00,60.62,0,0,0
2026-02-27T18:33:53+05:30,LAPTOP-6M2BPLQK,79,charging,5.08,80.00,60.62,0,0,0
2026-02-27T18:33:54+05:30,LAPTOP-6M2BPLQK,79,charging,6.25,80.00,60.62,0,0,0
